LineId,Date,Time,Pid,Tid,Level,Component,Content,EventId,EventTemplate,ParameterList,label
15354,06-30,19:56:07.206,4879,4962,D,CCodec  ,encoding statistics level = 0,fd50ec16,encoding statistics level = <*>,['0'],0
15355,06-30,19:56:07.206,4879,4962,D,CCodec  ,setup formats input: AMessage(what = 0x00000000) = {,9a291122,<*> <*> <*> <*> <*> <*> = <*>,"['setup', 'formats', 'input: AMessage(what', '0x00000000) = {']",0
15356,06-30,19:56:07.206,4879,4962,D,CCodec  ,int32_t bitrate = 80000,0abafcf6,<*> <*> = <*>,"['int32_t bitrate', '80000']",0
15357,06-30,19:56:07.206,4879,4962,D,CCodec  ,int32_t channel-count = 2,0abafcf6,<*> <*> = <*>,"['int32_t channel-count', '2']",0
15358,06-30,19:56:07.206,4879,4962,D,CCodec  ,int32_t max-input-size = 32768,0abafcf6,<*> <*> = <*>,"['int32_t max-input-size', '32768']",0
15359,06-30,19:56:07.206,4879,4962,D,CCodec  ,"string mime = ""audio/vorbis""",0abafcf6,<*> <*> = <*>,"['string mime', '""audio/vorbis""']",0
15360,06-30,19:56:07.206,4879,4962,D,CCodec  ,int32_t sample-rate = 44100,0abafcf6,<*> <*> = <*>,"['int32_t sample-rate', '44100']",0
15361,06-30,19:56:07.206,4879,4962,D,CCodec  ,},cbb184dd,},[],0
15362,06-30,19:56:07.206,4879,4962,D,CCodec  ,setup formats output: AMessage(what = 0x00000000) = {,9a291122,<*> <*> <*> <*> <*> <*> = <*>,"['setup', 'formats', 'output: AMessage(what', '0x00000000) = {']",0
15363,06-30,19:56:07.206,4879,4962,D,CCodec  ,int32_t channel-count = 2,0abafcf6,<*> <*> = <*>,"['int32_t channel-count', '2']",0
15364,06-30,19:56:07.206,4879,4962,D,CCodec  ,"string mime = ""audio/raw""",0abafcf6,<*> <*> = <*>,"['string mime', '""audio/raw""']",0
15365,06-30,19:56:07.206,4879,4962,D,CCodec  ,int32_t sample-rate = 44100,0abafcf6,<*> <*> = <*>,"['int32_t sample-rate', '44100']",0
15366,06-30,19:56:07.206,4879,4962,D,CCodec  ,int32_t channel-mask = 3,0abafcf6,<*> <*> = <*>,"['int32_t channel-mask', '3']",0
15367,06-30,19:56:07.206,4879,4962,D,CCodec  ,int32_t android._config-pcm-encoding = 2,0abafcf6,<*> <*> = <*>,"['int32_t android._config-pcm-encoding', '2']",0
15368,06-30,19:56:07.206,4879,4962,D,CCodec  ,},cbb184dd,},[],0
15369,06-30,19:56:07.207,4879,4962,I,CCodecConfig,query failed after returning 7 values (BAD_INDEX),923492e3,query <*> <*> <*> <*> <*> <*>,"['failed', 'after', 'returning 7 values (BAD_INDEX)']",0
15370,06-30,19:56:07.209,4879,4962,W,Codec2Client,query -- param skipped: index = 1342179345.,923492e3,query <*> <*> <*> <*> <*> <*>,"['--', 'param', 'skipped: index = 1342179345.']",0
15371,06-30,19:56:07.209,4879,4962,W,Codec2Client,query -- param skipped: index = 2415921170.,923492e3,query <*> <*> <*> <*> <*> <*>,"['--', 'param', 'skipped: index = 2415921170.']",0
15372,06-30,19:56:07.209,4879,4962,D,CCodecBufferChannel,[c2.android.vorbis.decoder#172] Created input block pool with allocatorID 16 => poolID 22 - OK (0),a4a8dfc1,[<*>#<*>] Created input block pool with allocatorID <*> => poolID <*> - OK (<*>),"['c2.android.vorbis.decoder#172', '16 =>', '22', '0']",0
15373,06-30,19:56:07.212,4879,4962,I,CCodecBufferChannel,[c2.android.vorbis.decoder#172] Created output block pool with allocatorID 16 => poolID 48 - OK,1aa997c5,[<*>#<*>] Created output block pool with allocatorID <*> => poolID <*> - OK,"['c2.android.vorbis.decoder#172', '16 =>', '48']",0
15374,06-30,19:56:07.218,4879,4962,D,CCodecBufferChannel,[c2.android.vorbis.decoder#172] Configured output block pool ids 48 => OK,5a1439ff,[<*>#<*>] Configured output block pool ids <*> => OK,"['c2.android.vorbis.decoder#172', '48 =>']",0
15375,06-30,19:56:07.222,540,4963,D,SimpleC2Component,Using output block pool with poolID 48 => got 48 - 0,036be579,Using output block pool with poolID <*> => got <*> - <*>,"['48 =>', '48', '0']",0
15376,06-30,19:56:07.224,4879,4896,D,EGL_emulation,app_time_stats: avg=223.21ms min=9.29ms max=2090.20ms count=10,09f96292,app_time_stats: <*> <*> <*> count=<*>,"['avg=223.21ms', 'min=9.29ms max=2090.20ms', '10']",0
15377,06-30,19:56:07.226,4879,4918,I,CAM_Profiler,[ 64.918ms] GUARD: CaptureModule.openCameraAndStartPreview() - [64.890ms] mOneCameraOpener.open(),fd7da5dd,[ <*> GUARD: <*> <*> <*> <*>,"['64.918ms]', 'CaptureModule.openCameraAndStartPreview()', '- [64.890ms] mOneCameraOpener.open()']",0
15378,06-30,19:56:07.226,4879,4918,I,CAM_Profiler,[ 64.918ms] GUARD: CaptureModule.openCameraAndStartPreview() - STOP,727281ee,[ <*> GUARD: <*> - <*>,"['64.918ms]', 'CaptureModule.openCameraAndStartPreview()', 'STOP']",0
15379,06-30,19:56:07.227,4879,4913,I,CAM_OneCamCreator,Camera support level: ZSL,82f645d0,Camera <*> <*> <*>,"['support', 'level: ZSL']",0
15380,06-30,19:56:07.235,4879,4913,I,CAM_OneCamCreator,"Picture Size Configuration: PictureSizeCalculator.Configuration{native size=1856x1392, crop=Rect(0, 0 - 1856, 1392)}",8525c5b5,"Picture Size Configuration: PictureSizeCalculator.Configuration{native size=1856x1392, crop=Rect(<*>, <*> - <*>, <*>)}","['0', '0', '1856', '1392']",0
15381,06-30,19:56:07.240,626,4095,W,InputManager-JNI,Input channel object '55b6a6e com.android.permissioncontroller/com.android.permissioncontroller.permission.ui.GrantPermissionsActivity (client)' was disposed without first being removed with the input manager!,b75a09a3,Input channel object '<*> <*> (client)' was disposed without first being removed with the input manager!,['55b6a6e com.android.permissioncontroller/com.android.permissioncontroller.permission.ui.GrantPermissionsActivity'],0
15382,06-30,19:56:07.255,626,951,D,CoreBackPreview,Window{55b6a6e u0 com.android.permissioncontroller/com.android.permissioncontroller.permission.ui.GrantPermissionsActivity EXITING}: Setting back callback null,3f4ff2bc,Window{<*> u0 <*> <*> <*> <*> <*> <*>,"['55b6a6e', 'com.android.permissioncontroller/com.android.permissioncontroller.permission.ui.GrantPermissionsActivity', 'EXITING}:', 'Setting back callback null']",0
15383,06-30,19:56:07.256,4879,4913,D,CAM_CaptureModule,onCameraOpened: com.android.camera.one.v2.initialization.GenericOneCameraImpl@b0dc6c2,41dd15c4,onCameraOpened: <*>@<*>,['com.android.camera.one.v2.initialization.GenericOneCameraImpl@b0dc6c2'],0
15384,06-30,19:56:07.256,4879,4913,E,ContextImpl,"Tried to access visual service WindowManager from a non-visual Context:com.android.camera.app.CameraApp@66e1b19 WindowManager should be accessed from Activity or other visual Context. Use an Activity or a Context created with Context#createWindowContext(int, Bundle), which are adjusted to the configuration and visual bounds of an area on screen.",45458d39,"Tried to access visual service WindowManager from a non-visual Context:<*>@<*> WindowManager should be accessed from Activity or other visual Context. Use an Activity or a Context created with Context#createWindowContext(int, Bundle), which are adjusted to the configuration and visual bounds of an area on screen.",['com.android.camera.app.CameraApp@66e1b19'],0
15385,06-30,19:56:07.256,4879,4913,E,ContextImpl,java.lang.IllegalAccessException: Tried to access visual service WindowManager from a non-visual Context:com.android.camera.app.CameraApp@66e1b19,223612bc,<*>: Tried to access visual service WindowManager from a non-visual Context:<*>@<*>,"['java.lang.IllegalAccessException', 'com.android.camera.app.CameraApp@66e1b19']",0
15386,06-30,19:56:07.256,4879,4913,E,ContextImpl,at android.app.ContextImpl.getSystemService(ContextImpl.java:2115),d7497a9b,at <*>,['android.app.ContextImpl.getSystemService(ContextImpl.java:2115)'],0
15387,06-30,19:56:07.256,4879,4913,E,ContextImpl,at android.content.ContextWrapper.getSystemService(ContextWrapper.java:900),d7497a9b,at <*>,['android.content.ContextWrapper.getSystemService(ContextWrapper.java:900)'],0
15388,06-30,19:56:07.256,4879,4913,E,ContextImpl,at com.android.camera.util.AndroidServices.getSystemService(AndroidServices.java:143),d7497a9b,at <*>,['com.android.camera.util.AndroidServices.getSystemService(AndroidServices.java:143)'],0
15389,06-30,19:56:07.256,4879,4913,E,ContextImpl,at com.android.camera.util.AndroidServices.provideWindowManager(AndroidServices.java:131),d7497a9b,at <*>,['com.android.camera.util.AndroidServices.provideWindowManager(AndroidServices.java:131)'],0
15390,06-30,19:56:07.256,4879,4913,E,ContextImpl,at com.android.camera.util.CameraUtil.getDefaultDisplaySize(CameraUtil.java:471),d7497a9b,at <*>,['com.android.camera.util.CameraUtil.getDefaultDisplaySize(CameraUtil.java:471)'],0
15391,06-30,19:56:07.256,4879,4913,E,ContextImpl,at com.android.camera.util.CameraUtil.getOptimalPreviewSizeIndex(CameraUtil.java:547),d7497a9b,at <*>,['com.android.camera.util.CameraUtil.getOptimalPreviewSizeIndex(CameraUtil.java:547)'],0
15392,06-30,19:56:07.256,4879,4913,E,ContextImpl,at com.android.camera.util.CameraUtil.getOptimalPreviewSizeIndex(CameraUtil.java:509),d7497a9b,at <*>,['com.android.camera.util.CameraUtil.getOptimalPreviewSizeIndex(CameraUtil.java:509)'],0
15393,06-30,19:56:07.256,4879,4913,E,ContextImpl,at com.android.camera.util.CameraUtil.getOptimalPreviewSizeIndex(CameraUtil.java:536),d7497a9b,at <*>,['com.android.camera.util.CameraUtil.getOptimalPreviewSizeIndex(CameraUtil.java:536)'],0
15394,06-30,19:56:07.256,4879,4913,E,ContextImpl,at com.android.camera.CaptureModuleUtil.getOptimalPreviewSize(CaptureModuleUtil.java:88),d7497a9b,at <*>,['com.android.camera.CaptureModuleUtil.getOptimalPreviewSize(CaptureModuleUtil.java:88)'],0
15395,06-30,19:56:07.256,4879,4913,E,ContextImpl,at com.android.camera.CaptureModuleUtil.getOptimalPreviewSize(CaptureModuleUtil.java:57),d7497a9b,at <*>,['com.android.camera.CaptureModuleUtil.getOptimalPreviewSize(CaptureModuleUtil.java:57)'],0
15396,06-30,19:56:07.256,4879,4913,E,ContextImpl,at com.android.camera.one.v2.initialization.Camera2PreviewSizeSelector.pickPreviewSize(Camera2PreviewSizeSelector.java:47),d7497a9b,at <*>,['com.android.camera.one.v2.initialization.Camera2PreviewSizeSelector.pickPreviewSize(Camera2PreviewSizeSelector.java:47)'],0
15397,06-30,19:56:07.256,4879,4913,E,ContextImpl,at com.android.camera.one.v2.initialization.GenericOneCameraImpl.pickPreviewSize(GenericOneCameraImpl.java:188),d7497a9b,at <*>,['com.android.camera.one.v2.initialization.GenericOneCameraImpl.pickPreviewSize(GenericOneCameraImpl.java:188)'],0
15398,06-30,19:56:07.256,4879,4913,E,ContextImpl,at com.android.camera.CaptureModule.updatePreviewBufferDimension(CaptureModule.java:1296),d7497a9b,at <*>,['com.android.camera.CaptureModule.updatePreviewBufferDimension(CaptureModule.java:1296)'],0
15399,06-30,19:56:07.256,4879,4913,E,ContextImpl,at com.android.camera.CaptureModule.-$$Nest$mupdatePreviewBufferDimension(Unknown Source:0),987e1ed3,at <*> <*>,['com.android.camera.CaptureModule.-$$Nest$mupdatePreviewBufferDimension(Unknown Source:0)'],0
15400,06-30,19:56:07.256,4879,4913,E,ContextImpl,at com.android.camera.CaptureModule$17.onCameraOpened(CaptureModule.java:1418),d7497a9b,at <*>,['com.android.camera.CaptureModule$17.onCameraOpened(CaptureModule.java:1418)'],0
15401,06-30,19:56:07.256,4879,4913,E,ContextImpl,at com.android.camera.one.v2.Camera2OneCameraOpenerImpl$1.onOpened(Camera2OneCameraOpenerImpl.java:180),d7497a9b,at <*>,['com.android.camera.one.v2.Camera2OneCameraOpenerImpl$1.onOpened(Camera2OneCameraOpenerImpl.java:180)'],0
15402,06-30,19:56:07.256,4879,4913,E,ContextImpl,at android.hardware.camera2.impl.CameraDeviceImpl$1.run(CameraDeviceImpl.java:173),d7497a9b,at <*>,['android.hardware.camera2.impl.CameraDeviceImpl$1.run(CameraDeviceImpl.java:173)'],0
15403,06-30,19:56:07.256,4879,4913,E,ContextImpl,at android.os.Handler.handleCallback(Handler.java:942),d7497a9b,at <*>,['android.os.Handler.handleCallback(Handler.java:942)'],0
15404,06-30,19:56:07.256,4879,4913,E,ContextImpl,at android.os.Handler.dispatchMessage(Handler.java:99),d7497a9b,at <*>,['android.os.Handler.dispatchMessage(Handler.java:99)'],0
15405,06-30,19:56:07.256,4879,4913,E,ContextImpl,at android.os.Looper.loopOnce(Looper.java:201),d7497a9b,at <*>,['android.os.Looper.loopOnce(Looper.java:201)'],0
15406,06-30,19:56:07.256,4879,4913,E,ContextImpl,at android.os.Looper.loop(Looper.java:288),d7497a9b,at <*>,['android.os.Looper.loop(Looper.java:288)'],0
15407,06-30,19:56:07.256,4879,4913,E,ContextImpl,at android.os.HandlerThread.run(HandlerThread.java:67),d7497a9b,at <*>,['android.os.HandlerThread.run(HandlerThread.java:67)'],0
15408,06-30,19:56:07.257,4879,4913,D,CAM_CaptureModule,starting preview ...,2fd43eaa,starting <*> <*>,['preview ...'],0
15409,06-30,19:56:07.259,4879,4879,W,CAM_IndicatorIconCtrlr,Trying to sync a pano indicator that is not initialized.,794875d0,Trying to sync a pano indicator that is not initialized.,[],0
15410,06-30,19:56:07.261,626,647,I,DropBoxManagerService,add tag=system_app_strictmode isTagEnabled=true flags=0x2,ee3e9896,add <*> isTagEnabled=true flags=<*>,"['tag=system_app_strictmode', '0x2']",0
15411,06-30,19:56:07.272,512,1710,W,cameraserver,createSurfaceFromGbp: Camera 0 with consumer usage flag: 256: Forcing asynchronous mode forstream,915cc0ab,createSurfaceFromGbp: Camera <*> with consumer usage flag: <*>: Forcing asynchronous mode forstream,"['0', '256']",0
15412,06-30,19:56:07.272,512,1710,W,cameraserver,createSurfaceFromGbp: Camera 0: Overriding format 0x1 to IMPLEMENTATION_DEFINED,b37e79f9,createSurfaceFromGbp: Camera <*>: Overriding format <*> to IMPLEMENTATION_DEFINED,"['0', '0x1']",0
15413,06-30,19:56:07.275,482,497,I,GCH_HalUtils,======== App stream configuration ========,732a9928,======== App stream configuration ========,[],0
15414,06-30,19:56:07.275,482,497,I,GCH_HalUtils,"== stream num: 2, operation_mode:0",87910d2f,"== stream num: <*>, operation_mode:<*>","['2', '0']",0
15415,06-30,19:56:07.275,482,497,I,GCH_HalUtils,"==== [0]stream_id 0, type 0, format 35, res 1856x1392, usage 3, is_phy 0, phy_cam_id 0, group_id -1",82fb2f4c,"==== [<*>]stream_id <*>, type <*>, format <*>, res <*> usage <*>, is_phy <*>, phy_cam_id <*>, group_id -<*>","['0', '0', '0', '35', '1856x1392,', '3', '0', '0', '1']",0
15416,06-30,19:56:07.275,482,497,I,GCH_HalUtils,"==== [1]stream_id 1, type 0, format 34, res 1024x768, usage 256, is_phy 0, phy_cam_id 0, group_id -1",82fb2f4c,"==== [<*>]stream_id <*>, type <*>, format <*>, res <*> usage <*>, is_phy <*>, phy_cam_id <*>, group_id -<*>","['1', '1', '0', '34', '1024x768,', '256', '0', '0', '1']",0
15417,06-30,19:56:07.276,482,497,I,GCH_HalUtils,======== App stream configuration ========,732a9928,======== App stream configuration ========,[],0
15418,06-30,19:56:07.276,482,497,E,GCH_ZslSnapshotCaptureSession,IsStreamConfigurationSupported: Software denoised not enabled,5a9974f0,IsStreamConfigurationSupported: Software denoised not enabled,[],0
15419,06-30,19:56:07.276,482,497,W,GCH_HalUtils,IsStreamHdrplusCompatible: Getting kHdrplusPayloadFrames failed or number <= 0,63cb6a74,IsStreamHdrplusCompatible: Getting kHdrplusPayloadFrames failed or number <= <*>,['<= 0'],0
15420,06-30,19:56:07.276,482,497,D,GCH_RgbirdCaptureSession,IsStreamConfigurationSupported: RgbirdCaptureSession doesn't support 0 physical cameras,cc7effeb,IsStreamConfigurationSupported: RgbirdCaptureSession doesn't support <*> physical cameras,['0'],0
15421,06-30,19:56:07.276,482,497,D,GCH_DualIrCaptureSession,IsStreamConfigurationSupported: Only support two IR cameras but there are 0 cameras.,12bc4d3b,IsStreamConfigurationSupported: Only support two IR cameras but there are <*> cameras.,['0'],0
15422,06-30,19:56:07.276,482,497,D,GCH_BasicCaptureSession,IsStreamConfigurationSupported: BasicCaptureSession supports the stream config,63b292d0,IsStreamConfigurationSupported: BasicCaptureSession supports the stream config,[],0
15423,06-30,19:56:07.276,482,497,D,GCH_BasicCaptureSession,IsStreamConfigurationSupported: BasicCaptureSession supports the stream config,63b292d0,IsStreamConfigurationSupported: BasicCaptureSession supports the stream config,[],0
15424,06-30,19:56:07.306,512,1710,D,Camera3-Device,Set real time priority for request queue thread (tid 4966),740c8228,Set real time priority for request queue thread (tid <*>),['4966'],0
15425,06-30,19:56:07.310,4879,4971,I,CAM_OneCamCharImpl,Unknown higher hardware level mapped to FULL: 3,19314f2f,Unknown higher hardware level mapped to FULL: <*>,['3'],0
15426,06-30,19:56:07.311,4879,4971,I,CAM_OneCamCharImpl,Unknown higher hardware level mapped to FULL: 3,19314f2f,Unknown higher hardware level mapped to FULL: <*>,['3'],0
15427,06-30,19:56:07.312,4879,4971,V,CAM_SettingsManager,"listeners: [com.android.camera.app.CameraAppUI@78092aa, com.android.camera.ButtonManager@b775977, com.android.camera.widget.IndicatorIconController@eef5e4d, com.android.camera.settings.SettingObserver$Listener@490015f]",08ff4926,"listeners: [<*>@<*>, <*>@<*>, <*>@<*>, <*>$Listener@<*>]","['com.android.camera.app.CameraAppUI@78092aa', 'com.android.camera.ButtonManager@b775977', 'com.android.camera.widget.IndicatorIconController@eef5e4d', 'com.android.camera.settings.SettingObserver', '490015f']",0
15428,06-30,19:56:07.315,4879,4971,V,CAM_SettingsManager,"listeners: [com.android.camera.app.CameraAppUI@78092aa, com.android.camera.ButtonManager@b775977, com.android.camera.widget.IndicatorIconController@eef5e4d, com.android.camera.settings.SettingObserver$Listener@490015f, com.android.camera.settings.SettingObserver$Listener@fddcc75]",cf4af786,"listeners: [<*>@<*>, <*>@<*>, <*>@<*>, <*>$Listener@<*>, <*>$Listener@<*>]","['com.android.camera.app.CameraAppUI@78092aa', 'com.android.camera.ButtonManager@b775977', 'com.android.camera.widget.IndicatorIconController@eef5e4d', 'com.android.camera.settings.SettingObserver', '490015f', 'com.android.camera.settings.SettingObserver', 'fddcc75']",0
15429,06-30,19:56:07.317,4879,4977,D,CAM_CommandExecutor,Executing command: com.android.camera.one.v2.commands.ZslPreviewCommand@da92cb0 START,f3909135,Executing <*> <*> <*>,"['command:', 'com.android.camera.one.v2.commands.ZslPreviewCommand@da92cb0 START']",0
15430,06-30,19:56:07.317,4879,4879,D,CAM_CaptureModule,Ready for capture.,6ea0f0f2,Ready for capture.,[],0
15431,06-30,19:56:07.317,4879,4879,V,CAM_CameraAppUI,onPreviewStarted,7aa7986b,onPreviewStarted,[],0
15432,06-30,19:56:07.325,4879,4962,I,hw-BpHwBinder,onLastStrongRef automatically unlinking death recipients,6a6a664e,onLastStrongRef automatically unlinking death recipients,[],0
15433,06-30,19:56:07.327,4879,4958,D,MediaCodec,flushMediametrics,aa9b6cb8,flushMediametrics,[],0
15434,06-30,19:56:07.328,540,4970,I,hw-BpHwBinder,onLastStrongRef automatically unlinking death recipients,6a6a664e,onLastStrongRef automatically unlinking death recipients,[],0
15435,06-30,19:56:07.329,540,4970,I,hw-BpHwBinder,onLastStrongRef automatically unlinking death recipients,6a6a664e,onLastStrongRef automatically unlinking death recipients,[],0
15436,06-30,19:56:07.336,807,815,I,ndroid.systemui,"NativeAlloc concurrent copying GC freed 198641(8778KB) AllocSpace objects, 13(1412KB) LOS objects, 49% free, 11MB/23MB, paused 40us,41us total 195.520ms",0746dfe7,"NativeAlloc concurrent copying GC freed <*> AllocSpace objects, <*> LOS objects, <*>% free, <*> paused <*> total <*>","['198641(8778KB)', '13(1412KB)', '49', '11MB/23MB,', '40us,41us', '195.520ms']",0
15437,06-30,19:56:07.340,512,4966,E,[minigbm:virtgpu.c(51)],virtgpu backend not enabling VIRTGPU_PARAM_CONTEXT_INIT,cd60caaa,virtgpu backend not enabling <*>,['VIRTGPU_PARAM_CONTEXT_INIT'],0
15438,06-30,19:56:07.340,512,4966,E,[minigbm:virtgpu.c(51)],virtgpu backend not enabling VIRTGPU_PARAM_SUPPORTED_CAPSET_IDs,cd60caaa,virtgpu backend not enabling <*>,['VIRTGPU_PARAM_SUPPORTED_CAPSET_IDs'],0
15439,06-30,19:56:07.340,512,4966,E,[minigbm:virtgpu.c(51)],virtgpu backend not enabling VIRTGPU_PARAM_CREATE_GUEST_HANDLE,cd60caaa,virtgpu backend not enabling <*>,['VIRTGPU_PARAM_CREATE_GUEST_HANDLE'],0
15440,06-30,19:56:07.340,512,4966,E,[minigbm:virtgpu.c(51)],virtgpu backend not enabling VIRTGPU_PARAM_RESOURCE_SYNC,cd60caaa,virtgpu backend not enabling <*>,['VIRTGPU_PARAM_RESOURCE_SYNC'],0
15441,06-30,19:56:07.340,512,4966,E,[minigbm:virtgpu.c(51)],virtgpu backend not enabling VIRTGPU_PARAM_GUEST_VRAM,cd60caaa,virtgpu backend not enabling <*>,['VIRTGPU_PARAM_GUEST_VRAM'],0
15442,06-30,19:56:07.340,512,4966,E,[minigbm:virtgpu_virgl.c(554)],DRM_IOCTL_VIRTGPU_GET_CAPS failed with Invalid argument,95a6074c,DRM_IOCTL_VIRTGPU_GET_CAPS failed with Invalid argument,[],0
15443,06-30,19:56:07.340,512,4966,E,[minigbm:virtgpu_virgl.c(563)],DRM_IOCTL_VIRTGPU_GET_CAPS failed with Invalid argument,95a6074c,DRM_IOCTL_VIRTGPU_GET_CAPS failed with Invalid argument,[],0
15444,06-30,19:56:07.342,540,4970,V,C2Store ,in ~ComponentModule,224a9fe0,in <*>,['~ComponentModule'],0
15445,06-30,19:56:07.343,540,4970,V,C2Store ,unloading dll,9e91a476,unloading dll,[],0
15446,06-30,19:56:07.344,4879,4958,D,MediaCodecList,"codecHandlesFormat: no format, so no extra checks",54022e04,"codecHandlesFormat: no format, so no extra checks",[],0
15447,06-30,19:56:07.344,248,248,I,servicemanager,Found android.hardware.graphics.allocator.IAllocator/default in device VINTF manifest.,5b6fdcbe,Found <*><*> in device VINTF manifest.,['android.hardware.graphics.allocator.IAllocator/default'],0
15448,06-30,19:56:07.353,4879,4977,D,CAM_CommandExecutor,Executing command: com.android.camera.one.v2.commands.ZslPreviewCommand@da92cb0 END,f3909135,Executing <*> <*> <*>,"['command:', 'com.android.camera.one.v2.commands.ZslPreviewCommand@da92cb0 END']",0
15449,06-30,19:56:07.362,486,486,I,DisplayDevice,Display 4619827259835644672 policy changed,b3092470,Display <*> policy changed,['4619827259835644672'],0
15450,06-30,19:56:07.362,486,486,I,DisplayDevice,"Previous: {{defaultModeId=0, allowGroupSwitching=false, primaryRange=[0.00 Hz, 60.00 Hz], appRequestRange=[0.00 Hz, inf Hz]}}",7c85679b,"Previous: {{defaultModeId=<*>, allowGroupSwitching=false, primaryRange=[<*>.<*> Hz, <*>.<*> Hz], appRequestRange=[<*>.<*> Hz, <*> Hz]}}","['0', '0.00', '60.00', '0.00', 'inf']",0
15451,06-30,19:56:07.362,486,486,I,DisplayDevice,"Current:  {{defaultModeId=0, allowGroupSwitching=false, primaryRange=[60.00 Hz, 60.00 Hz], appRequestRange=[60.00 Hz, 60.00 Hz]}}",35a7f645,"Current: {{defaultModeId=<*>, allowGroupSwitching=false, primaryRange=[<*>.<*> Hz, <*>.<*> Hz], appRequestRange=[<*>.<*> Hz, <*> Hz]}}","['0', '60.00', '60.00', '60.00', '60.00']",0
15452,06-30,19:56:07.362,486,486,I,DisplayDevice,0 mode changes were performed under the previous policy,44752982,<*> mode changes were performed under the previous policy,['0'],0
15453,06-30,19:56:07.367,4879,4978,D,CCodec  ,allocate(c2.android.vorbis.decoder),4fa3f454,allocate(<*>),['c2.android.vorbis.decoder'],0
15454,06-30,19:56:07.367,540,4970,V,C2Store ,in init,224a9fe0,in <*>,['init'],0
15455,06-30,19:56:07.367,540,4970,V,C2Store ,loading dll,2a52cfd5,loading dll,[],0
15456,06-30,19:56:07.369,4879,4978,I,CCodec  ,Created component [c2.android.vorbis.decoder],36443de9,Created component [<*>],['c2.android.vorbis.decoder'],0
15457,06-30,19:56:07.369,4879,4978,D,CCodecConfig,read media type: audio/vorbis,c8a93179,read media type: audio<*>,['/vorbis'],0
15458,06-30,19:56:07.373,4879,4978,D,ReflectedParamUpdater,extent() != 1 for single value type: algo.buffers.max-count.values,bafd875e,extent() != <*> for single value type: <*>,"['1', 'algo.buffers.max-count.values']",0
15459,06-30,19:56:07.374,4879,4978,D,ReflectedParamUpdater,extent() != 1 for single value type: output.subscribed-indices.values,bafd875e,extent() != <*> for single value type: <*>,"['1', 'output.subscribed-indices.values']",0
15460,06-30,19:56:07.374,4879,4978,D,ReflectedParamUpdater,extent() != 1 for single value type: input.buffers.allocator-ids.values,bafd875e,extent() != <*> for single value type: <*>,"['1', 'input.buffers.allocator-ids.values']",0
15461,06-30,19:56:07.374,4879,4978,D,ReflectedParamUpdater,extent() != 1 for single value type: output.buffers.allocator-ids.values,bafd875e,extent() != <*> for single value type: <*>,"['1', 'output.buffers.allocator-ids.values']",0
15462,06-30,19:56:07.375,4879,4978,D,ReflectedParamUpdater,extent() != 1 for single value type: algo.buffers.allocator-ids.values,bafd875e,extent() != <*> for single value type: <*>,"['1', 'algo.buffers.allocator-ids.values']",0
15463,06-30,19:56:07.375,4879,4978,D,ReflectedParamUpdater,extent() != 1 for single value type: output.buffers.pool-ids.values,bafd875e,extent() != <*> for single value type: <*>,"['1', 'output.buffers.pool-ids.values']",0
15464,06-30,19:56:07.375,4879,4978,D,ReflectedParamUpdater,extent() != 1 for single value type: algo.buffers.pool-ids.values,bafd875e,extent() != <*> for single value type: <*>,"['1', 'algo.buffers.pool-ids.values']",0
15465,06-30,19:56:07.377,4879,4978,I,CCodecConfig,query failed after returning 7 values (BAD_INDEX),923492e3,query <*> <*> <*> <*> <*> <*>,"['failed', 'after', 'returning 7 values (BAD_INDEX)']",0
15466,06-30,19:56:07.377,4879,4978,D,CCodecConfig,c2 config diff is Dict {,b772152a,c2 config diff is Dict {,[],0
15467,06-30,19:56:07.377,4879,4978,D,CCodecConfig,c2::u32 coded.bitrate.value = 64000,0abafcf6,<*> <*> = <*>,"['c2::u32 coded.bitrate.value', '64000']",0
15468,06-30,19:56:07.377,4879,4978,D,CCodecConfig,c2::u32 input.buffers.max-size.value = 32768,0abafcf6,<*> <*> = <*>,"['c2::u32 input.buffers.max-size.value', '32768']",0
15469,06-30,19:56:07.377,4879,4978,D,CCodecConfig,c2::u32 input.delay.value = 0,0abafcf6,<*> <*> = <*>,"['c2::u32 input.delay.value', '0']",0
15470,06-30,19:56:07.377,4879,4978,D,CCodecConfig,"string input.media-type.value = ""audio/vorbis""",0abafcf6,<*> <*> = <*>,"['string input.media-type.value', '""audio/vorbis""']",0
15471,06-30,19:56:07.377,4879,4978,D,CCodecConfig,"string output.media-type.value = ""audio/raw""",0abafcf6,<*> <*> = <*>,"['string output.media-type.value', '""audio/raw""']",0
15472,06-30,19:56:07.377,4879,4978,D,CCodecConfig,c2::u32 raw.channel-count.value = 1,0abafcf6,<*> <*> = <*>,"['c2::u32 raw.channel-count.value', '1']",0
15473,06-30,19:56:07.377,4879,4978,D,CCodecConfig,c2::u32 raw.sample-rate.value = 48000,0abafcf6,<*> <*> = <*>,"['c2::u32 raw.sample-rate.value', '48000']",0
15474,06-30,19:56:07.377,4879,4978,D,CCodecConfig,},cbb184dd,},[],0
15475,06-30,19:56:07.378,4879,4978,D,MediaCodec,flushMediametrics,aa9b6cb8,flushMediametrics,[],0
